pathwayName,pathwayId,pathwaySource,Pval,Num_In_Path,Total_In_Path,Pval_FDR,Pval_Holm,analytes,,,,,
Keratinization,WP4087,wiki,0.999999974,2,9,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Digestion,WP4104,wiki,0.880310362,5,40,1,1,"Chenodeoxycholic acid glycine conjugate; GCDCA;Tauroursodeoxycholic acid;2-[(3a,7a-dihydroxy-24-oxo-5beta-cholan-24-yl)amino]ethanesulfonate; Taurochenodesoxycholic acid; TCDCA;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Amino acid metabolism,WP3925,wiki,0.999999636,12,109,1,1,Glycine;Guanidoacetic acid;Glutamate; L-Glutamic acid;L-Tyrosine;L-Proline;L-Asparagine;Histidine; L-Histidine;L-Serine; Serine;Indoleacetic acid;Ornithine;4-Hydroxyproline; hydroxy-proline;Citrulline,,,,,
Arachidonic acid metabolism,WP2650,wiki,0.999894668,2,70,1,1,Glycine;Glutamate; L-Glutamic acid,,,,,
Cholesterol metabolism,WP5304,wiki,0.999987938,4,32,1,1,"Glutamate; L-Glutamic acid;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
tRNA aminoacylation,WP1938,wiki,0.996992359,7,26,1,1,Glycine;Glutamate; L-Glutamic acid;L-Tyrosine;L-Proline;L-Asparagine;Histidine; L-Histidine;L-Serine; Serine,,,,,
Bile acid and bile salt metabolism,WP1788,wiki,0.999753707,3,75,1,1,"Glycine;Chenodeoxycholic acid glycine conjugate; GCDCA;Tauroursodeoxycholic acid;2-[(3a,7a-dihydroxy-24-oxo-5beta-cholan-24-yl)amino]ethanesulfonate; Taurochenodesoxycholic acid; TCDCA",,,,,
Signaling by VEGF,WP1919,wiki,1,3,28,1,1,"Citrulline;ADMA; Symmetric dimethylarginine;DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Glycine metabolism,WP1495,wiki,0.378564998,4,13,1,1,Creatine;Glycine;Glutamate; L-Glutamic acid;L-Serine; Serine,,,,,
Binding and uptake of ligands by scavenger receptors,WP2784,wiki,0.998929633,3,35,1,1,"bGalNAc; N-Acetyl-b-D-galactosamine;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
"Leucine, isoleucine and valine metabolism",WP4686,wiki,0.99824997,2,68,1,1,CAR 5:0; Isovalerylcarnitine;O-Propanoylcarnitine; Propionylcarnitine; PROPIONYLCARNITINE (C3),,,,,
Biomarkers for urea cycle disorders,WP4583,wiki,0.62260035,6,22,1,1,Creatine;Guanidoacetic acid;Glutamate; L-Glutamic acid;L-Tyrosine;Ornithine;Citrulline,,,,,
Urea cycle and metabolism of amino groups,WP497,wiki,0.747233675,7,34,1,1,Creatine;Guanidoacetic acid;Glutamate; L-Glutamic acid;L-Proline;Ornithine;Citrulline;N2-Acetyl-L-ornithine; N2-Acetylornithine,,,,,
Amino acid transport defects (IEMs),WP5029,wiki,0.262060896,8,27,1,1,Glycine;Glutamate; L-Glutamic acid;L-Tyrosine;L-Proline;L-Asparagine;Histidine; L-Histidine;L-Serine; Serine;L-Cystine,,,,,
Creatine pathway,WP5190,wiki,0.307565408,5,18,1,1,Creatine;Glycine;Guanidoacetic acid;Glutamate; L-Glutamic acid;L-Proline,,,,,
Fatty Acids and Lipoproteins Transport in Hepatocytes,WP5323,wiki,0.947415607,2,7,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Lipid particles composition,WP3601,wiki,0.752430673,2,10,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Nucleobase biosynthesis,WP4084,wiki,0.972155993,2,47,1,1,Glycine;Glutamate; L-Glutamic acid,,,,,
Tryptophan catabolism,WP4994,wiki,0.923780515,4,34,1,1,Glutamate; L-Glutamic acid;L-Tyrosine;Histidine; L-Histidine;Indolelactic acid,,,,,
Proximal tubule transport,WP4917,wiki,0.999851924,3,25,1,1,Glycine;L-Proline;L-Cystine,,,,,
Glutathione metabolism,WP100,wiki,0.977596631,2,21,1,1,Glycine;Glutamate; L-Glutamic acid,,,,,
Biogenic amine synthesis,WP550,wiki,0.853159169,3,17,1,1,Glutamate; L-Glutamic acid;L-Tyrosine;Histidine; L-Histidine,,,,,
Metabolism of nitric oxide: NOS3 activation and regulation,WP1850,wiki,0.965486385,2,27,1,1,Citrulline;ADMA; Symmetric dimethylarginine,,,,,
HIF1A and PPARG regulation of glycolysis,WP2456,wiki,0.827896813,2,10,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Tryptophan metabolism,WP465,wiki,0.998930324,2,61,1,1,Indoleacetic acid;Indolelactic acid,,,,,
Metabolic reprogramming in colon cancer,WP4290,wiki,0.995959342,5,38,1,1,Glycine;Glutamate; L-Glutamic acid;L-Proline;L-Asparagine;L-Serine; Serine,,,,,
Neuroinflammation and glutamatergic signaling,WP5083,wiki,1,3,27,1,1,Glycine;Glutamate; L-Glutamic acid;L-Serine; Serine,,,,,
Carnitine synthesis,WP4996,wiki,0.520651836,2,16,1,1,"Glycine;N6,N6,N6-Trimethyl-L-lysine; TMLYS",,,,,
"Transport of bile salts and organic acids, metal ions and amine compounds",WP1935,wiki,0.999999752,9,70,1,1,Glycine;L-Tyrosine;L-Proline;L-Asparagine;Histidine; L-Histidine;L-Serine; Serine;Uric acid;4-Hydroxyproline; hydroxy-proline;Dehydroepiandrosterone sulfate; DHEA-SO4; ST 19:1;O2;S,,,,,
Metabolic pathways of fibroblasts,WP5312,wiki,0.982005218,4,25,1,1,Glycine;Glutamate; L-Glutamic acid;L-Proline;L-Serine; Serine,,,,,
Glycerophospholipid biosynthetic pathway,WP2533,wiki,0.99916634,2,57,1,1,"L-Serine; Serine;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",,,,,
Enterocyte cholesterol metabolism,WP5333,wiki,0.991888102,4,29,1,1,"Glutamate; L-Glutamic acid;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Thyroid hormones production and peripheral downstream signaling effects,WP4746,wiki,0.999999998,2,25,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Thermogenesis,WP4321,wiki,1,2,26,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,WP4577,wiki,0.998929633,3,23,1,1,"L-Serine; Serine;Pantothenic acid;ceramide phosphocholine  (sphingomyelin, SM); N-lauroyl-D-erythro-Sphingosylphosphoryl choline; SM(d18:1/20:0)",,,,,
Urea cycle and related diseases,WP4571,wiki,0.763416111,3,14,1,1,Glutamate; L-Glutamic acid;Ornithine;Citrulline,,,,,
Orexin receptor pathway,WP5094,wiki,0.999972963,2,19,1,1,"Glutamate; L-Glutamic acid;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",,,,,
"Plasma lipoprotein assembly, remodeling, and clearance",WP4129,wiki,0.999998209,3,21,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Selenium micronutrient network,WP15,wiki,1,3,110,1,1,"L-Serine; Serine;Uric acid;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",,,,,
Triacylglyceride synthesis,WP325,wiki,0.985607415,2,10,1,1,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));DAG; DG(16:0/16:0/0:0); DG(16:0_16:0);DG(16:0/16:1(9Z)/0:0); DG(16:0_16:0);DG(16:0/18:0/0:0); DG(16:0_16:0);DG(16:0/18:2(9Z,12Z)/0:0); DG(16:0_16:0);DG(16:0_16:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)",,,,,
Aspartate and asparagine metabolism,WP4979,wiki,0.935380604,2,25,1,1,Glutamate; L-Glutamic acid;L-Asparagine,,,,,
Urea cycle and associated pathways,WP4595,wiki,0.98518973,4,30,1,1,Glutamate; L-Glutamic acid;L-Proline;Ornithine;Citrulline,,,,,
Sphingolipid metabolism: integrated pathway,WP4726,wiki,0.880310362,5,51,1,1,"L-Serine; Serine;SM(d18:1/18:0); Sphingomyelin;C24 SM; SM(d18:1/24:0);ceramide phosphocholine  (sphingomyelin, SM); N-lauroyl-D-erythro-Sphingosylphosphoryl choline; SM(d18:1/20:0);C22 SM; C22 Sphingomyelin; SM(d18:1/22:0)",,,,,
Carnosine metabolism of glial cells,WP5313,wiki,0.520651836,2,9,1,1,Glutamate; L-Glutamic acid;Histidine; L-Histidine,,,,,
Glucose homeostasis,WP661,wiki,0.461690418,6,21,1,1,"L-Tyrosine;Histidine; L-Histidine;Ornithine;Chenodeoxycholic acid glycine conjugate; GCDCA;Tauroursodeoxycholic acid;Citrulline;2-[(3a,7a-dihydroxy-24-oxo-5beta-cholan-24-yl)amino]ethanesulfonate; Taurochenodesoxycholic acid; TCDCA",,,,,
Platelet homeostasis,WP1885,wiki,0.999999969,3,28,1,1,"Citrulline;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z))",,,,,
Pyrimidine metabolism and related diseases,WP4225,wiki,0.98101357,3,43,1,1,Glutamate; L-Glutamic acid;Ornithine;Citrulline,,,,,
Ethanol effects on histone modifications,WP3996,wiki,0.99863036,2,21,1,1,Glycine;L-Serine; Serine,,,,,
Glycerophospholipid biosynthesis,WP2740,wiki,1,2,94,1,1,"L-Serine; Serine;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",,,,,
One-carbon metabolism,WP241,wiki,0.99824997,2,25,1,1,Glycine;L-Serine; Serine,,,,,
