"","GENN.freq","GNN.SigProp.freq"
"LHFPL3.AS2__taurine",1,0
"LHPP__L.alpha.glycerophosphorylcholine",1,0
"LHX4.AS1__glutamine",1,0
"LHX4.AS1__L.alpha.glycerophosphorylcholine",3,0
"LIAS__L.alpha.glycerophosphorylcholine",2,0
"LILRA1__porphobilinogen",2,0
"LIMCH1__porphobilinogen",5,0
"LIMD2__Kynurenic.acid",2,0
"LIMS1__citric.acid",1,0
"LIMS2__adenine",3,0
"LIMS2__anthranilic.acid",1,0
"LIMS2__asparagine",3,0
"LIMS2__aspartate",1,0
"LIMS2__beta.alanine",3,0
"LIMS2__fumaric.acid",5,0
"LIMS2__glutamic.acid",1,0
"LIMS2__glyceraldehyde",7,0
"LIMS2__glycerol",3,0
"LIMS2__guanosine.5...monophosphate",7,0
"LIMS2__histidine",1,0
"LIMS2__hypotaurine",1,0
"LIMS2__inositol.1.phosphate",4,0
"LIMS2__isoleucine",1,0
"LIMS2__leucine",4,0
"LIMS2__methionine",10,0
"LIMS2__n.hexadecanoic.acid",1,0
"LIMS2__ornithine",2,0
"LIMS2__phenylalanine",9,0
"LIMS2__serine",1,0
"LIMS2__taurine",3,0
"LIMS2__tetradecanoic.acid",9,0
"LIMS2__trans.4.hydroxyproline",2,0
"LIMS2__tyramine",4,0
"LIMS2__tyrosine",2,0
"LIMS2__valine",9,0
"LIMS2__X4.Guanidinobutanoic.acid",1,0
"LIN7B__guanosine",1,0
"LINC.PINT__Kynurenic.acid",6,0
"LINC00176__porphobilinogen",1,0
"LINC00238__X.p.Hydroxyphenyl.lactic.acid",4,0
"LINC00266.1__homogentisate",19,0
"LINC00266.1__uracil",1,0
"LINC00294__porphobilinogen",1,0
"LINC00312__porphobilinogen",1,0
"LINC00319__porphobilinogen",3,0
"LINC00319__valine",1,0
"LINC00339__gamma.L.glutamyl.L.glutamine",1,0
"LINC00347__gamma.L.glutamyl.L.glutamine",1,0
"LINC00348__X.3955",0,1
"LINC00355__X2..deoxyuridine.5..triphosphate",0,1
"LINC00403__X.4238",0,1
"LINC00445__guanosine.5...monophosphate",1,0
"LINC00445__hypotaurine",1,0
"LINC00445__methionine",1,0
"LINC00445__n.hexadecanoic.acid",1,0
"LINC00445__phenylalanine",1,0
"LINC00445__porphobilinogen",1,0
"LINC00445__serine",1,0
"LINC00445__X3.phospho.d.glycerate",1,0
"LINC00473__porphobilinogen",6,0
"LINC00483__phenylalanine",1,0
"LINC00537__phosphoenolpyruvate",1,0
"LINC00551__tyrosine",1,0
"LINC00557__porphobilinogen",2,0
"LINC00574__gamma.glu.cys",2,0
"LINC00623__guanosine",1,0
"LINC00652__X.4238",0,1
"LINC00668__succinate",2,0
"LINC00669__L.alpha.glycerophosphorylcholine",2,0
"LINC00851__porphobilinogen",1,0
"LINC00869__gamma.glu.cys",3,0
"LINC00886__guanine",1,0
"LINC00922__valine",1,0
"LINC00925__porphobilinogen",1,0
"LINC00933__fumaric.acid",1,0
"LINC00938__cysteine",1,0
"LINC00939__porphobilinogen",1,0
"LINC00944__adenine",5,0
"LINC00944__aspartate",1,0
"LINC00944__beta.alanine",2,0
"LINC00944__cholesterol",1,0
"LINC00944__guanosine",1,0
"LINC00944__hypotaurine",2,0
"LINC00944__inosine",2,0
"LINC00944__L.alpha.glycerophosphorylcholine",1,0
"LINC00944__leucine",3,0
"LINC00944__methionine",14,0
"LINC00944__n.hexadecanoic.acid",4,0
"LINC00944__pantothenic.acid",3,0
"LINC00944__phenylalanine",11,0
"LINC00944__serine",3,0
"LINC00944__sn.Glycerol.3.phosphate",1,0
"LINC00944__taurine",6,0
"LINC00944__tetradecanoic.acid",1,0
"LINC00944__trans.4.hydroxyproline",1,0
"LINC00944__tyramine",12,0
"LINC00944__valine",14,0
"LINC00944__X4.Guanidinobutanoic.acid",8,0
"LINC00944__xanthine",4,0
"LINC00954__L.alpha.glycerophosphorylcholine",1,0
"LINC00963__porphobilinogen",1,0
"LINC00992__ethylmalonic.acid",2,0
"LINC01116__porphobilinogen",10,0
"LINC01118__gamma.glu.cys",1,0
"LINC01224__L.alpha.glycerophosphorylcholine",2,0
"LINC01339__porphobilinogen",1,0
"LINC01354__porphobilinogen",3,0
"LINC01426__creatinine",2,0
"LINC01426__Kynurenic.acid",1,0
"LINC01511__sn.Glycerol.3.phosphate",4,0
"LINC01532__caffeine",1,0
"LINC01539__tyrosine",1,0
"LINC01558__cysteine",1,0
"LINC01565__guanosine",1,0
"LINC01588__gamma.glu.cys",1,0
"LIPF__guanine",1,0
"LIPG__tetradecanoic.acid",1,0
"LIPT1__porphobilinogen",9,0
"LIX1__pyridoxal",12,0
"LMAN2__gamma.glu.cys",1,0
"LMBR1__cysteine",1,0
"LMBR1__X2..deoxyuridine.5..triphosphate",0,1
"LMBRD1__uracil",1,0
"LMCD1__X2..deoxyuridine.5..triphosphate",0,1
"LMO7__cysteine",1,0
"LMX1B__quinolinic.acid",1,0
"LOC100128198__guanine",1,0
"LOC100128239__phenylalanine",1,0
"LOC100128922__X.3955",0,1
"LOC100129198__L.alpha.glycerophosphorylcholine",1,0
"LOC100130705__guanosine",1,0
"LOC100131303__porphobilinogen",1,0
"LOC100131662__X2..deoxyuridine.5..triphosphate",0,1
"LOC100132167__porphobilinogen",4,0
"LOC100133315__guanine",1,0
"LOC100147773__tetradecanoic.acid",1,0
"LOC100268168__porphobilinogen",8,0
"LOC100268168__uracil",1,0
"LOC100270804__homogentisate",2,0
"LOC100272217__porphobilinogen",9,0
"LOC100272217__S.adenosyl.l.homocysteine",1,0
"LOC100287166__guanine",1,0
"LOC100287590__Kynurenic.acid",1,0
"LOC100288860__porphobilinogen",1,0
"LOC100379224__gamma.glu.cys",1,0
"LOC100505650__L.alpha.glycerophosphorylcholine",2,0
"LOC100505650__X.p.Hydroxyphenyl.lactic.acid",1,0
"LOC100505664__porphobilinogen",8,0
"LOC100505711__porphobilinogen",1,0
"LOC100505920__guanine",1,0
"LOC100506286__porphobilinogen",7,0
"LOC100506319__S.adenosyl.l.homocysteine",1,0
"LOC100506457__porphobilinogen",3,0
"LOC100506476__sn.Glycerol.3.phosphate",5,0
"LOC100506834__porphobilinogen",1,0
"LOC100506851__malic.acid",1,0
"LOC100506851__N.5...aminocarbonyl..L.ornithine",1,0
"LOC100506851__ornithine",1,0
"LOC100506851__tyramine",1,0
"LOC100506851__valine",1,0
"LOC100506929__porphobilinogen",1,0
"LOC100507006__uracil",1,0
"LOC100507073__taurine",1,0
"LOC100507281__cysteine",1,0
"LOC100507281__X.4238",0,1
"LOC100507388__porphobilinogen",1,0
"LOC100507472__adenine",2,0
"LOC100507472__beta.alanine",3,0
"LOC100507472__cholesterol",1,0
"LOC100507472__citric.acid",1,0
"LOC100507472__glyceraldehyde",2,0
"LOC100507472__glycerol",2,0
"LOC100507472__guanosine.5...monophosphate",1,0
"LOC100507472__histidine",1,0
"LOC100507472__hypotaurine",3,0
"LOC100507472__inositol.1.phosphate",3,0
"LOC100507472__methionine",3,0
"LOC100507472__n.hexadecanoic.acid",3,0
"LOC100507472__phenylalanine",3,0
"LOC100507472__S..5..adenosyl..L.methionine",1,0
"LOC100507472__serine",2,0
"LOC100507472__sn.Glycerol.3.phosphate",5,0
"LOC100507472__taurine",2,0
"LOC100507472__tetradecanoic.acid",3,0
"LOC100507472__trans.4.hydroxyproline",1,0
"LOC100507472__tyramine",6,0
"LOC100507472__valine",2,0
"LOC100507472__X2..deoxyadenosine.5..diphosphate",1,0
"LOC100507472__X3.phospho.d.glycerate",1,0
"LOC100507472__xanthine",5,0
"LOC100507537__porphobilinogen",2,0
"LOC100507642__L.alpha.glycerophosphorylcholine",1,0
"LOC100996246__creatinine",5,0
"LOC100996694__gamma.glu.cys",1,0
"LOC101927181__gamma.glu.cys",3,0
"LOC101927391__porphobilinogen",2,0
"LOC101927417__gamma.glu.cys",1,0
"LOC101927417__guanosine",1,0
"LOC101927550__L.alpha.glycerophosphorylcholine",2,0
"LOC101927550__porphobilinogen",2,0
"LOC101927603__porphobilinogen",1,0
"LOC101927702__porphobilinogen",8,0
"LOC101927770__porphobilinogen",2,0
"LOC101927972__porphobilinogen",1,0
"LOC101928035__L.alpha.glycerophosphorylcholine",2,0
"LOC101928068__Spermidine",1,0
"LOC101928076__porphobilinogen",1,0
"LOC101928173__X.4271",0,1
"LOC101928288__X.4238",0,1
"LOC101928409__porphobilinogen",3,0
"LOC101928461__Kynurenic.acid",1,0
"LOC101928557__porphobilinogen",1,0
"LOC101928560__gamma.L.glutamyl.L.glutamine",1,0
"LOC101928682__inosine",1,0
"LOC101928762__porphobilinogen",2,0
"LOC101928762__X.p.Hydroxyphenyl.lactic.acid",2,0
"LOC101928943__X.4238",0,1
"LOC101929050__porphobilinogen",6,0
"LOC101929073__L.alpha.glycerophosphorylcholine",1,0
"LOC101929109__porphobilinogen",1,0
"LOC101929122__X.4238",0,1
"LOC101929188__X.p.Hydroxyphenyl.lactic.acid",2,0
"LOC101929229__gamma.L.glutamyl.L.glutamine",1,0
"LOC101929475__porphobilinogen",1,0
"LOC101929628__gamma.glu.cys",2,0
"LOC101929645__cysteine",1,0
"LOC101929726__porphobilinogen",5,0
"LOC102467079__porphobilinogen",3,0
"LOC102606465__tyrosine",1,0
"LOC102723721__picolinic.acid",2,0
"LOC102723721__porphobilinogen",1,0
"LOC102724094__X.4271",0,1
"LOC102724200__L.alpha.glycerophosphorylcholine",1,0
"LOC102724200__porphobilinogen",6,0
"LOC102724782__porphobilinogen",1,0
"LOC102724880__porphobilinogen",7,0
"LOC102724938__porphobilinogen",3,0
"LOC102725188__X2..deoxyuridine.5..triphosphate",0,1
"LOC105373860__guanosine",1,0
"LOC105373860__uracil",1,0
"LOC105377776__glucose.6.phosphate",1,0
"LOC115110__porphobilinogen",1,0
"LOC146880__porphobilinogen",1,0
"LOC149401__porphobilinogen",4,0
"LOC153546__porphobilinogen",3,0
"LOC1720__Kynurenic.acid",2,0
"LOC200609__adenine",1,0
"LOC200609__beta.alanine",1,0
"LOC200609__citric.acid",1,0
"LOC200609__glyceraldehyde",1,0
"LOC200609__guanine",2,0
"LOC200609__guanosine.5...monophosphate",2,0
"LOC200609__leucine",1,0
"LOC200609__methionine",2,0
"LOC200609__serine",2,0
"LOC200609__taurine",2,0
"LOC200609__trans.4.hydroxyproline",1,0
"LOC200609__tryptophan",1,0
"LOC200609__tyramine",1,0
"LOC220077__porphobilinogen",2,0
"LOC221272__cysteine",2,0
"LOC221272__X.4238",0,1
"LOC221814__porphobilinogen",6,0
"LOC221814__quinolinic.acid",1,0
"LOC221814__tetradecanoic.acid",1,0
"LOC254896__citric.acid",1,0
"LOC283140__L.alpha.glycerophosphorylcholine",4,0
"LOC284240__porphobilinogen",1,0
"LOC284648__porphobilinogen",1,0
"LOC338620__L.alpha.glycerophosphorylcholine",1,0
"LOC388942__porphobilinogen",1,0
"LOC389332__porphobilinogen",1,0
"LOC389765__citric.acid",1,0
"LOC389831__creatinine",2,0
"LOC389834__porphobilinogen",1,0
"LOC399884__L.alpha.glycerophosphorylcholine",2,0
"LOC399884__porphobilinogen",7,0
"LOC400043__citric.acid",1,0
"LOC403323__gamma.glu.cys",1,0
"LOC440149__guanine",1,0
"LOC440149__L.alpha.glycerophosphorylcholine",1,0
"LOC440173__creatinine",2,0
"LOC440173__glutamine",1,0
"LOC440173__tyrosine",1,0
"LOC440570__porphobilinogen",5,0
"LOC441179__guanine",1,0
"LOC441601__anthranilic.acid",1,0
"LOC441601__beta.alanine",2,0
"LOC441601__caffeine",27,0
"LOC441601__citric.acid",1,0
"LOC441601__glycerol",1,0
"LOC441601__guanosine.5...monophosphate",1,0
"LOC441601__hypotaurine",2,0
"LOC441601__inositol.1.phosphate",2,0
"LOC441601__leucine",1,0
"LOC441601__methionine",1,0
"LOC441601__n.hexadecanoic.acid",2,0
"LOC441601__phenylalanine",1,0
"LOC441601__taurine",1,0
"LOC441601__tetradecanoic.acid",1,0
"LOC441601__trans.4.hydroxyproline",1,0
"LOC441601__tyramine",1,0
"LOC441601__tyrosine",1,0
"LOC441601__valine",1,0
"LOC441601__X3.phospho.d.glycerate",1,0
"LOC441601__xanthine",1,0
"LOC643072__creatinine",1,0
"LOC643072__L.alpha.glycerophosphorylcholine",1,0
"LOC643085__cysteine",1,0
"LOC646903__porphobilinogen",1,0
"LOC728061__L.alpha.glycerophosphorylcholine",1,0
"LOC728061__porphobilinogen",1,0
"LOC728095__guanine",1,0
"LOC728095__oxitryptan",1,0
"LOC728392__X2..deoxyuridine.5..triphosphate",0,1
"LOC728485__sn.Glycerol.3.phosphate",2,0
"LOC728743__cysteine",2,0
"LOC729658__X.4238",0,1
"LOC729683__porphobilinogen",1,0
"LOC730098__porphobilinogen",1,0
"LOC730101__L.alpha.glycerophosphorylcholine",1,0
"LOC79160__L.alpha.glycerophosphorylcholine",4,0
"LOC81691__guanine",1,0
"LOC90246__cysteine",1,0
"LOC91548__porphobilinogen",4,0
"LOH12CR2__porphobilinogen",1,0
"LONP1__citric.acid",1,0
"LOXHD1__X.4238",0,1
"LPAR1__L.alpha.glycerophosphorylcholine",2,0
"LPAR1__porphobilinogen",1,0
"LPAR1__sn.Glycerol.3.phosphate",10,0
"LPGAT1__caffeine",26,0
"LPGAT1__Kynurenic.acid",12,0
"LPIN2__gamma.glu.cys",2,0
"LPP__L.alpha.glycerophosphorylcholine",1,0
"LPP__porphobilinogen",1,0
"LRCH2__cysteine",1,0
"LRFN3__guanine",1,0
"LRP12__guanine",1,0
"LRP5__sn.Glycerol.3.phosphate",2,0
"LRP5L__porphobilinogen",8,0
"LRRC19__porphobilinogen",1,0
"LRRC2__porphobilinogen",7,0
"LRRC34__gamma.glu.cys",1,0
"LRRC34__guanine",1,0
"LRRC37A__porphobilinogen",1,0
"LRRC42__X.4238",0,1
"LRRC47__citric.acid",1,0
"LRRC47__X.p.Hydroxyphenyl.lactic.acid",2,0
"LRRC71__porphobilinogen",1,0
"LRRC8B__porphobilinogen",4,0
"LRRC8D__cysteine",1,0
"LRRFIP2__X.3955",0,1
"LRRN2__porphobilinogen",1,0
"LRRN3__sn.Glycerol.3.phosphate",5,0
"LRRTM4__porphobilinogen",1,0
"LSP1__Kynurenic.acid",1,0
"LSR__porphobilinogen",3,0
"LST1__Kynurenic.acid",1,0
"LST1__L.alpha.glycerophosphorylcholine",1,0
"LTBP2__L.alpha.glycerophosphorylcholine",2,0
"LTBP4__porphobilinogen",1,0
"LTBP4__X.p.Hydroxyphenyl.lactic.acid",1,0
"LTV1__porphobilinogen",1,0
"LUZP1__X.4238",0,1
"LUZP4__L.alpha.glycerophosphorylcholine",1,0
"LY6G6C__L.alpha.glycerophosphorylcholine",2,0
"LY86__guanine",1,0
"LYPLA1__X2..deoxyuridine.5..triphosphate",0,1
"LYPLAL1__porphobilinogen",1,0
"LYRM2__tetradecanoic.acid",1,0
"LYSMD2__X.p.Hydroxyphenyl.lactic.acid",2,0
"MADD__L.alpha.glycerophosphorylcholine",1,0
"MADD__porphobilinogen",4,0
"MADD__succinate",1,0
"MAFF__guanine",1,0
"MAFF__porphobilinogen",6,0
"MAFF__succinate",1,0
"MAFG__porphobilinogen",6,0
"MAGEA3__L.alpha.glycerophosphorylcholine",1,0
"MAGEA3__sn.Glycerol.3.phosphate",2,0
"MAGEB2__porphobilinogen",6,0
"MAGEC2__porphobilinogen",2,0
"MAGEE1__creatinine",1,0
"MAGI1__porphobilinogen",2,0
"MAGOH2P__S.adenosyl.l.homocysteine",1,0
"MAK__threonine",1,0
"MALT1__S.adenosyl.l.homocysteine",1,0
"MAN2A2__porphobilinogen",4,0
"MAN2A2__uracil",1,0
"MANBA__cysteine",1,0
"MANBA__X.4238",0,2
"MANBAL__porphobilinogen",1,0
"MAP1A__gamma.glu.cys",1,0
"MAP1B__porphobilinogen",1,0
"MAP1LC3B__porphobilinogen",5,0
"MAP2K6__porphobilinogen",1,0
"MAP3K3__creatinine",7,0
"MAP3K4__L.alpha.glycerophosphorylcholine",2,0
"MAP3K4__porphobilinogen",1,0
"MAP3K7__porphobilinogen",1,0
"MAP3K7CL__guanosine",1,0
"MAPK11__gamma.glu.cys",1,0
"MAPK3__porphobilinogen",1,0
"MAPK3__X.4238",0,1
"MAPK8IP2__X.4238",0,1
"MAPKBP1__L.alpha.glycerophosphorylcholine",1,0
"MARCH11__porphobilinogen",1,0
"MARCH4__succinate",2,0
"MARCH6__porphobilinogen",15,0
"MARCH7__porphobilinogen",8,0
"MARCKSL1__cysteine",1,0
"MARCO__porphobilinogen",1,0
"MARS2__porphobilinogen",1,0
"MAST3__tyrosine",1,0
"MBTPS2__L.alpha.glycerophosphorylcholine",1,0
"MBTPS2__porphobilinogen",2,0
"MC2R__gamma.glu.cys",1,0
"MCC__porphobilinogen",1,0
"MCEE__gamma.glu.cys",2,0
"MCEE__S.adenosyl.l.homocysteine",1,0
"MCF2__porphobilinogen",2,0
"MCF2L.AS1__L.alpha.glycerophosphorylcholine",1,0
"MCM3AP__porphobilinogen",6,0
"MCM4__porphobilinogen",1,0
"MCOLN1__porphobilinogen",3,0
"MCOLN2__X.4238",0,1
"MCOLN3__L.alpha.glycerophosphorylcholine",2,0
"MCUR1__citric.acid",1,0
"MECR__sn.Glycerol.3.phosphate",6,0
"MED14__sorbitol",1,0
"MED15__S.adenosyl.l.homocysteine",1,0
"MED27__porphobilinogen",6,0
"MED29__pyridoxal",12,0
"MED31__succinate",1,0
"MEDAG__tyrosine",1,0
"MEGF10__porphobilinogen",1,0
"MEGF6__cysteine",2,0
"MEGF8__L.alpha.glycerophosphorylcholine",1,0
"MEN1__L.alpha.glycerophosphorylcholine",3,0
"MESDC2__porphobilinogen",1,0
"MEST__sn.Glycerol.3.phosphate",1,0
"MEST__succinate",1,0
"METTL1__creatinine",10,0
"METTL1__D.ribose",1,0
"METTL1__Spermidine",2,0
"METTL1__succinate",1,0
"METTL5__L.alpha.glycerophosphorylcholine",1,0
"METTL8__porphobilinogen",1,0
"METTL8__X2..deoxyuridine.5..triphosphate",0,1
"MEX3C__porphobilinogen",1,0
"MEX3D__cysteine",5,0
"MEX3D__X.4238",0,2
"MFAP2__cysteine",1,0
"MFAP2__fumaric.acid",3,0
"MFN1__tyrosine",1,0
"MFSD11__X.p.Hydroxyphenyl.lactic.acid",1,0
"MGAT4A__porphobilinogen",2,0
"MGAT5B__porphobilinogen",5,0
"MGC10814__porphobilinogen",1,0
"MGME1__creatinine",1,0
"MGRN1__L.alpha.glycerophosphorylcholine",1,0
"MGST1__X.3955",0,1
"MIAT__tyrosine",1,0
"MIATNB__guanine",1,0
"MICALL1__gamma.glu.cys",2,0
"MID2__Kynurenic.acid",6,0
"MIF4GD__sn.Glycerol.3.phosphate",7,0
"MIIP__X.p.Hydroxyphenyl.lactic.acid",2,0
"MILR1__fumaric.acid",1,0
"MIR181A2HG__phenylalanine",1,0
"MIR181A2HG__succinate",1,0
"MIR181A2HG__taurine",1,0
"MIR181A2HG__tyramine",1,0
"MIR181A2HG__xanthine",1,0
"MIR3934__guanine",1,0
"MIR4435.2HG__porphobilinogen",1,0
"MIR4500HG__gamma.glu.cys",2,0
"MIR4500HG__phosphoenolpyruvate",1,0
"MIR4745__porphobilinogen",1,0
"MIR503__succinate",1,0
"MIR622__guanine",1,0
"MIR6778__guanine",0,1
"MIR99AHG__Kynurenic.acid",1,0
"MIS18BP1__porphobilinogen",1,0
"MKKS__porphobilinogen",10,0
"MKL2__Kynurenic.acid",6,0
"MLLT10__L.alpha.glycerophosphorylcholine",1,0
"MLLT4__N.5...aminocarbonyl..L.ornithine",1,0
"MLPH__uridine",3,0
"MLX__guanosine",1,0
"MLX__guanosine.5...monophosphate",0,1
"MLYCD__gamma.glu.cys",2,0
"MMAB__gamma.glu.cys",3,0
"MMADHC__guanosine",1,0
"MMD__creatinine",1,0
"MMP1__porphobilinogen",1,0
"MMP12__porphobilinogen",1,0
"MMP24__porphobilinogen",4,0
"MMP25__porphobilinogen",1,0
"MMP28__sn.Glycerol.3.phosphate",2,0
"MMP3__L.alpha.glycerophosphorylcholine",1,0
"MMP7__cysteine",1,0
"MN1__gamma.glu.cys",1,0
"MNX1__L.alpha.glycerophosphorylcholine",1,0
"MOAP1__porphobilinogen",1,0
"MOAP1__sn.Glycerol.3.phosphate",7,0
"MOB1B__creatinine",1,0
"MOB1B__X3.hydroxy.3.methylglutarate",1,0
"MOCOS__porphobilinogen",1,0
"MOG__porphobilinogen",1,0
"MON1A__cysteine",1,0
"MON1A__Kynurenic.acid",3,0
"MORC3__L.alpha.glycerophosphorylcholine",1,0
"MORC3__porphobilinogen",6,0
"MORF4__X.p.Hydroxyphenyl.lactic.acid",1,0
"MORN2__tetradecanoic.acid",1,0
"MOSPD2__tetradecanoic.acid",1,0
"MPC2__cysteine",1,0
"MPHOSPH8__caffeine",1,0
"MPHOSPH9__porphobilinogen",1,0
"MPND__porphobilinogen",2,0
"MPPE1__porphobilinogen",8,0
"MPST__L.alpha.glycerophosphorylcholine",1,0
"MRAS__guanine",1,0
"MRC1__beta.alanine",1,0
"MRC1__methionine",1,0
"MRC1__phenylalanine",1,0
"MRC1__sn.Glycerol.3.phosphate",9,0
"MRC1__taurine",1,0
"MRC1__tyramine",1,0
"MRC1__valine",1,0
"MRFAP1L1__porphobilinogen",9,0
"MRGBP__X.4238",0,1
"MROH1__porphobilinogen",4,0
"MROH6__porphobilinogen",1,0
"MRPL11__D.ribose",1,0
"MRPL13__N.5...aminocarbonyl..L.ornithine",1,0
"MRPL13__uracil",1,0
"MRPL17__porphobilinogen",8,0
"MRPL19__porphobilinogen",1,0
"MRPL22__caffeine",5,0
"MRPL22__xanthine",1,0
"MRPL27__porphobilinogen",18,0
"MRPL27__X.p.Hydroxyphenyl.lactic.acid",2,0
"MRPL33__caffeine",1,0
"MRPL34__guanine",1,0
"MRPL37__tyrosine",1,0
"MRPL46__citric.acid",1,0
"MRPS10__succinate",1,0
"MRPS11__porphobilinogen",1,0
"MRPS12__sorbitol",2,0
"MS4A8__cysteine",1,0
"MS4A8__tetradecanoic.acid",1,0
"MSL2__Kynurenic.acid",1,0
"MSL2__X2..deoxyuridine.5..triphosphate",0,1
"MSLN__porphobilinogen",1,0
"MSN__porphobilinogen",1,0
"MST1__N.5...aminocarbonyl..L.ornithine",1,0
"MSTN__L.alpha.glycerophosphorylcholine",1,0
"MSTO1__hypotaurine",1,0
"MSTO1__n.hexadecanoic.acid",1,0
"MSTO1__tetradecanoic.acid",1,0
"MSTO1__tyramine",1,0
"MSTO1__tyrosine",1,0
"MTERF2__creatinine",1,0
"MTFR1__guanosine",1,0
"MTIF2__porphobilinogen",1,0
"MTM1__succinate",1,0
"MTMR1__L.alpha.glycerophosphorylcholine",1,0
"MTNR1B__guanine",1,0
"MTOR__porphobilinogen",1,0
"MTUS1__X2..deoxyuridine.5..triphosphate",0,1
"MTX1__guanine",1,0
"MTX1__porphobilinogen",8,0
"MUC15__pyridoxal",1,0
"MUC16__pyridoxal",2,0
"MUC5B__guanosine",1,0
"MUL1__porphobilinogen",7,0
"MX1__citric.acid",0,1
"MX1__S.adenosyl.l.homocysteine",1,0
"MXD1__porphobilinogen",1,0
"MYB__porphobilinogen",1,0
"MYC__lactate",1,0
"MYCBP2__guanosine",1,0
"MYD88__porphobilinogen",2,0
"MYEOV__L.alpha.glycerophosphorylcholine",3,0
"MYF6__phenylalanine",1,0
"MYF6__valine",1,0
"MYH1__N.5...aminocarbonyl..L.ornithine",1,0
"MYH7B__hypoxanthine",1,0
"MYH8__tyrosine",1,0
"MYL12A__porphobilinogen",2,0
"MYLK__porphobilinogen",1,0
"MYLK2__L.alpha.glycerophosphorylcholine",2,0
"MYLPF__L.alpha.glycerophosphorylcholine",2,0
"MYO10__L.alpha.glycerophosphorylcholine",1,0
"MYO1D__porphobilinogen",1,0
"MYO1E__cysteine",1,0
"MYO1E__Kynurenic.acid",1,0
"MYO1G__X.4271",0,1
"MYOD1__porphobilinogen",1,0
"MYOM1__L.alpha.glycerophosphorylcholine",2,0
"MYOM1__porphobilinogen",19,0
"MYOM2__porphobilinogen",9,0
"MYT1L__sn.Glycerol.3.phosphate",8,0
"MZF1__succinate",1,0
"MZT2B__L.alpha.glycerophosphorylcholine",1,0
"N4BP2L1__porphobilinogen",15,0
"NAA11__porphobilinogen",6,0
"NAA50__porphobilinogen",6,0
"NAALADL2.AS3__gamma.glu.cys",3,0
"NAALADL2.AS3__succinate",1,0
"NACC2__X.4238",0,1
"NADK2__gamma.L.glutamyl.L.glutamine",1,0
"NAE1__porphobilinogen",1,0
"NAGK__guanosine",1,0
"NAMPT__creatinine",1,0
"NANOG__porphobilinogen",1,0
"NAP1L5__X2..deoxyadenosine.5..diphosphate",0,3
"NAPB__adenine",1,0
"NAPB__anthranilic.acid",1,0
"NAPB__beta.alanine",2,0
"NAPB__guanosine.5...monophosphate",1,0
"NAPB__hypotaurine",2,0
"NAPB__inositol.1.phosphate",1,0
"NAPB__leucine",1,0
"NAPB__methionine",2,0
"NAPB__n.hexadecanoic.acid",2,0
"NAPB__phenylalanine",2,0
"NAPB__quinolinic.acid",2,0
"NAPB__taurine",1,0
"NAPB__tyramine",2,0
"NAPB__valine",2,0
"NAPB__xanthine",1,0
"NAT9__porphobilinogen",3,0
"NAV2.AS2__gamma.L.glutamyl.L.glutamine",1,0
"NAV2.AS4__guanosine",1,0
"NAV3__cysteine",1,0
"NAV3__uracil",1,0
"NBPF10__tetradecanoic.acid",1,0
"NBR1__porphobilinogen",4,0
"NBR1__X.p.Hydroxyphenyl.lactic.acid",5,0
"NBR2__X5.oxoproline",1,0
"NCALD__porphobilinogen",1,0
"NCAN__porphobilinogen",1,0
"NCAPD2__sn.Glycerol.3.phosphate",1,0
"NCBP3__gamma.L.glutamyl.L.glutamine",1,0
"NCDN__caffeine",1,0
"NCF4__glutamine",1,0
"NCK2__gamma.L.glutamyl.L.glutamine",1,0
"NCK2__porphobilinogen",4,0
"NCOA2__porphobilinogen",6,0
"NCR3__porphobilinogen",1,0
"NDFIP1__porphobilinogen",1,0
"NDNL2__X.p.Hydroxyphenyl.lactic.acid",7,0
"NDOR1__porphobilinogen",3,0
"NDUFAB1__porphobilinogen",1,0
"NDUFB11__cysteine",2,0
"NDUFB2.AS1__porphobilinogen",2,0
"NDUFB6__sn.Glycerol.3.phosphate",2,0
"NDUFS6__X.4238",0,1
"NDUFV2__porphobilinogen",1,0
"NDUFV2__sn.Glycerol.3.phosphate",1,0
"NEBL__creatinine",10,0
"NEDD4L__creatinine",1,0
"NEFL__porphobilinogen",10,0
"NEIL2__L.alpha.glycerophosphorylcholine",1,0
"NEK10__Kynurenic.acid",10,0
"NEK10__X.p.Hydroxyphenyl.lactic.acid",1,0
"NEK7__creatinine",1,0
"NELFCD__gamma.L.glutamyl.L.glutamine",1,0
"NET1__X2..deoxyuridine.5..triphosphate",0,1
"NEU4__porphobilinogen",5,0
"NEU4__X5.oxoproline",1,0
"NEURL1B__guanine",1,0
"NEURL2__porphobilinogen",7,0
"NEUROG1__Spermidine",1,0
"NEUROG2__guanine",1,0
"NF2__cytidine",1,0
"NF2__methionine",1,0
"NF2__tyramine",1,0
"NFAT5__porphobilinogen",6,0
"NFE2L3__succinate",2,0
"NFKBIE__creatinine",2,0
"NGDN__porphobilinogen",1,0
"NGLY1__Kynurenic.acid",1,0
"NHLH1__sorbitol",1,0
"NICN1__L.alpha.glycerophosphorylcholine",2,0
"NID2__porphobilinogen",4,0
"NIN__caffeine",1,0
"NIN__DL.cystathionine",1,0
"NIPSNAP3B__X.4238",0,1
"NKG7__Kynurenic.acid",2,0
"NKIRAS2__gamma.L.glutamyl.L.glutamine",1,0
"NKIRAS2__guanosine",1,0
