id,name,GENN_adjpval,GNN_adjpval,RF_adjpval,GroupLASSO_adjpval,LASSO_adjpval
GO:0060348,bone development,0.464740986,NA,0.781020354,NA,NA
GO:0060349,bone morphogenesis,0.330223037,NA,0.605416872,NA,NA
GO:0060350,endochondral bone morphogenesis,0.279514798,NA,0.516377278,NA,NA
GO:0060351,cartilage development involved in endochondral bone morphogenesis,0.25341177,NA,0.482431655,NA,NA
GO:0060384,innervation,NA,NA,0.466177009,NA,NA
GO:0060389,pathway-restricted SMAD protein phosphorylation,NA,NA,0.533056117,NA,NA
GO:0060396,growth hormone receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0060416,response to growth hormone,NA,NA,0.482431655,0.073541112,0.073541112
GO:0060485,mesenchyme development,NA,NA,0.851590381,NA,NA
GO:0060491,regulation of cell projection assembly,NA,NA,0.751691245,NA,NA
GO:0060537,muscle tissue development,NA,NA,0.905279528,NA,NA
GO:0060538,skeletal muscle organ development,NA,NA,NA,0.101884426,0.101884426
GO:0060541,respiratory system development,0.443837311,NA,0.766338143,0.107162556,0.107162556
GO:0060544,regulation of necroptotic process,NA,NA,0.476908104,NA,NA
GO:0060546,negative regulation of necroptotic process,NA,NA,0.455549482,NA,NA
GO:0060547,negative regulation of necrotic cell death,NA,NA,0.466177009,NA,NA
GO:0060560,developmental growth involved in morphogenesis,0.464740986,NA,0.780466528,NA,NA
GO:0060562,epithelial tube morphogenesis,NA,NA,0.85705484,NA,NA
GO:0060669,embryonic placenta morphogenesis,0.25341177,NA,NA,NA,NA
GO:0060670,branching involved in labyrinthine layer morphogenesis,0.25341177,NA,NA,NA,NA
GO:0060674,placenta blood vessel development,0.25341177,NA,NA,NA,NA
GO:0060675,ureteric bud morphogenesis,NA,NA,0.530218059,NA,NA
GO:0060711,labyrinthine layer development,0.267532216,NA,NA,NA,NA
GO:0060713,labyrinthine layer morphogenesis,0.25341177,NA,NA,NA,NA
GO:0060759,regulation of response to cytokine stimulus,0.414144472,NA,0.728167765,NA,NA
GO:0060761,negative regulation of response to cytokine stimulus,0.325164749,NA,NA,NA,NA
GO:0060765,regulation of androgen receptor signaling pathway,0.25341177,NA,0.466988656,NA,NA
GO:0060766,negative regulation of androgen receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0060828,regulation of canonical Wnt signaling pathway,0.485957901,NA,NA,NA,NA
GO:0060993,kidney morphogenesis,NA,NA,0.605416872,NA,NA
GO:0060996,dendritic spine development,NA,NA,0.596770844,NA,NA
GO:0060998,regulation of dendritic spine development,NA,NA,0.506724572,NA,NA
GO:0060999,positive regulation of dendritic spine development,NA,NA,0.482431655,NA,NA
GO:0061005,cell differentiation involved in kidney development,NA,NA,0.512282985,NA,NA
GO:0061008,hepaticobiliary system development,NA,NA,0.677176819,0.093363772,0.093363772
GO:0061013,regulation of mRNA catabolic process,NA,NA,0.767040197,NA,NA
GO:0061029,eyelid development in camera-type eye,0.25341177,NA,NA,NA,NA
GO:0061035,regulation of cartilage development,0.304048927,NA,NA,NA,NA
GO:0061041,regulation of wound healing,0.369996172,NA,NA,NA,NA
GO:0061077,chaperone-mediated protein folding,0.304048927,NA,NA,NA,NA
GO:0061097,regulation of protein tyrosine kinase activity,0.326941679,NA,0.455549482,NA,NA
GO:0061098,positive regulation of protein tyrosine kinase activity,0.282819551,NA,0.455549482,NA,NA
GO:0061136,regulation of proteasomal protein catabolic process,0.427328047,NA,NA,NA,NA
GO:0061138,morphogenesis of a branching epithelium,0.42265415,NA,NA,NA,NA
GO:0061318,renal filtration cell differentiation,NA,NA,0.455549482,NA,NA
GO:0061326,renal tubule development,NA,NA,0.455549482,NA,NA
GO:0061333,renal tubule morphogenesis,NA,NA,0.565513378,NA,NA
GO:0061337,cardiac conduction,NA,NA,0.60948002,NA,NA
GO:0061383,trabecula morphogenesis,0.267532216,NA,NA,NA,NA
GO:0061384,heart trabecula morphogenesis,0.25341177,NA,NA,NA,NA
GO:0061387,regulation of extent of cell growth,0.341479515,NA,NA,NA,NA
GO:0061448,connective tissue development,0.298744428,NA,0.813308582,NA,NA
GO:0061458,reproductive system development,0.316114161,NA,NA,NA,NA
GO:0061462,protein localization to lysosome,0.274072039,NA,0.508768371,NA,NA
GO:0061564,axon development,0.276219964,NA,0.639690252,NA,NA
GO:0061572,actin filament bundle organization,NA,NA,0.709641345,NA,NA
GO:0061615,glycolytic process through fructose-6-phosphate,0.25341177,NA,NA,NA,NA
GO:0061620,glycolytic process through glucose-6-phosphate,0.25341177,NA,NA,NA,NA
GO:0061621,canonical glycolysis,0.25341177,NA,NA,NA,NA
GO:0061718,glucose catabolic process to pyruvate,0.25341177,NA,NA,NA,NA
GO:0061726,mitochondrion disassembly,0.325164749,NA,NA,NA,NA
GO:0061756,leukocyte adhesion to vascular endothelial cell,0.278467981,NA,0.508768371,NA,NA
GO:0061760,antifungal innate immune response,NA,NA,0.455549482,NA,NA
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,0.314238787,NA,0.572678165,NA,NA
GO:0061912,selective autophagy,0.317427396,NA,NA,NA,NA
GO:0062012,regulation of small molecule metabolic process,0.545624567,NA,0.670352128,0.12775665,0.12775665
GO:0062013,positive regulation of small molecule metabolic process,NA,NA,0.678018552,NA,NA
GO:0062014,negative regulation of small molecule metabolic process,NA,NA,0.618447827,NA,NA
GO:0062098,regulation of programmed necrotic cell death,NA,NA,0.482431655,NA,NA
GO:0062099,negative regulation of programmed necrotic cell death,NA,NA,0.455549482,NA,NA
GO:0062197,cellular response to chemical stress,0.330223037,NA,0.455549482,NA,NA
GO:0062207,regulation of pattern recognition receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0062208,positive regulation of pattern recognition receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0070050,neuron cellular homeostasis,NA,NA,0.523492929,NA,NA
GO:0070085,glycosylation,0.474583696,NA,0.789946685,NA,NA
GO:0070098,chemokine-mediated signaling pathway,0.25341177,NA,0.596770844,NA,NA
GO:0070189,kynurenine metabolic process,0.25341177,NA,NA,NA,NA
GO:0070227,lymphocyte apoptotic process,0.31372024,NA,NA,NA,NA
GO:0070228,regulation of lymphocyte apoptotic process,0.290161792,NA,NA,NA,NA
GO:0070229,negative regulation of lymphocyte apoptotic process,0.257685349,NA,NA,NA,NA
GO:0070230,positive regulation of lymphocyte apoptotic process,0.25341177,NA,NA,NA,NA
GO:0070231,T cell apoptotic process,0.278467981,NA,NA,NA,NA
GO:0070232,regulation of T cell apoptotic process,0.259839666,NA,NA,NA,NA
GO:0070233,negative regulation of T cell apoptotic process,0.25341177,NA,NA,NA,NA
GO:0070234,positive regulation of T cell apoptotic process,0.25341177,NA,NA,NA,NA
GO:0070252,actin-mediated cell contraction,NA,NA,0.455549482,NA,NA
GO:0070265,necrotic cell death,NA,NA,0.455549482,NA,NA
GO:0070266,necroptotic process,NA,NA,0.455549482,NA,NA
GO:0070269,pyroptosis,0.25341177,NA,NA,NA,NA
GO:0070301,cellular response to hydrogen peroxide,0.325164749,NA,NA,NA,NA
GO:0070302,regulation of stress-activated protein kinase signaling cascade,NA,NA,0.455549482,NA,NA
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,NA,NA,0.501869455,NA,NA
GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,NA,NA,0.656024585,NA,NA
GO:0070314,G1 to G0 transition,0.25341177,NA,NA,NA,NA
GO:0070371,ERK1 and ERK2 cascade,NA,NA,0.513268048,NA,NA
GO:0070372,regulation of ERK1 and ERK2 cascade,NA,NA,0.500579198,NA,NA
GO:0070374,positive regulation of ERK1 and ERK2 cascade,NA,NA,0.455549482,NA,NA
GO:0070482,response to oxygen levels,0.545624567,NA,0.856701228,0.12775665,0.12775665
GO:0070507,regulation of microtubule cytoskeleton organization,NA,NA,0.486973123,NA,NA
GO:0070509,calcium ion import,NA,NA,0.491596454,NA,NA
GO:0070527,platelet aggregation,0.304048927,NA,NA,NA,NA
GO:0070528,protein kinase C signaling,0.257685349,NA,NA,0.071180797,0.071180797
GO:0070534,protein K63-linked ubiquitination,NA,NA,0.513268048,NA,NA
GO:0070542,response to fatty acid,NA,NA,NA,0.084890735,0.084890735
GO:0070555,response to interleukin-1,0.375168521,NA,0.67244693,0.093363772,0.093363772
GO:0070570,regulation of neuron projection regeneration,0.256148849,NA,NA,NA,NA
GO:0070571,negative regulation of neuron projection regeneration,0.25341177,NA,NA,NA,NA
GO:0070585,protein localization to mitochondrion,0.359483668,NA,NA,NA,NA
GO:0070588,calcium ion transmembrane transport,NA,NA,0.530218059,NA,NA
GO:0070613,regulation of protein processing,0.299616364,NA,NA,NA,NA
GO:0070646,protein modification by small protein removal,NA,NA,0.455549482,NA,NA
GO:0070661,leukocyte proliferation,0.333125029,NA,0.51902048,0.065423786,0.065423786
GO:0070663,regulation of leukocyte proliferation,0.29304146,NA,0.482431655,0.119035086,0.119035086
GO:0070664,negative regulation of leukocyte proliferation,0.326941679,NA,0.455549482,NA,NA
GO:0070665,positive regulation of leukocyte proliferation,NA,NA,0.455549482,0.099202433,0.099202433
GO:0070828,heterochromatin organization,NA,NA,0.614502911,NA,NA
GO:0070830,bicellular tight junction assembly,NA,NA,0.538002862,NA,NA
GO:0070861,regulation of protein exit from endoplasmic reticulum,NA,NA,0.466177009,NA,NA
GO:0070884,regulation of calcineurin-NFAT signaling cascade,NA,NA,0.486973123,NA,NA
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,NA,NA,0.455549482,NA,NA
GO:0070936,protein K48-linked ubiquitination,NA,NA,0.535879838,NA,NA
GO:0070942,neutrophil mediated cytotoxicity,0.25341177,NA,NA,NA,NA
GO:0070943,neutrophil-mediated killing of symbiont cell,0.25341177,NA,NA,NA,NA
GO:0070944,neutrophil-mediated killing of bacterium,0.25341177,NA,NA,NA,NA
GO:0070997,neuron death,NA,NA,0.879798234,NA,NA
GO:0071214,cellular response to abiotic stimulus,0.325164749,NA,0.455549482,NA,NA
GO:0071216,cellular response to biotic stimulus,0.25341177,NA,0.605416872,0.117141464,0.117141464
GO:0071219,cellular response to molecule of bacterial origin,0.25341177,NA,0.573929573,0.112858778,0.112858778
GO:0071222,cellular response to lipopolysaccharide,0.25341177,NA,0.558437781,0.111141887,0.111141887
GO:0071229,cellular response to acid chemical,NA,NA,NA,0.088281487,0.088281487
GO:0071230,cellular response to amino acid stimulus,NA,NA,NA,0.086388491,0.086388491
GO:0071241,cellular response to inorganic substance,0.461783414,NA,0.779309233,NA,NA
GO:0071248,cellular response to metal ion,0.431234569,NA,0.756512953,NA,NA
GO:0071277,cellular response to calcium ion,NA,NA,0.588934485,NA,NA
GO:0071300,cellular response to retinoic acid,NA,NA,0.523492929,NA,NA
GO:0071320,cellular response to cAMP,NA,NA,NA,0.080300125,0.080300125
GO:0071346,cellular response to interferon-gamma,NA,NA,0.637040384,0.091621436,0.091621436
GO:0071347,cellular response to interleukin-1,0.34377607,NA,0.627467364,NA,NA
GO:0071356,cellular response to tumor necrosis factor,0.25341177,NA,0.466177009,0.112858778,0.112858778
GO:0071357,cellular response to type I interferon,0.25341177,NA,0.558791157,0.086388491,0.086388491
GO:0071375,cellular response to peptide hormone stimulus,0.52540782,NA,0.844214933,0.12313726,0.12313726
GO:0071377,cellular response to glucagon stimulus,NA,NA,NA,0.065423786,0.065423786
GO:0071378,cellular response to growth hormone stimulus,NA,NA,0.455549482,NA,NA
GO:0071383,cellular response to steroid hormone stimulus,0.442086174,NA,0.763503903,0.107162556,0.107162556
GO:0071384,cellular response to corticosteroid stimulus,NA,NA,NA,0.084890735,0.084890735
GO:0071385,cellular response to glucocorticoid stimulus,NA,NA,NA,0.080300125,0.080300125
GO:0071398,cellular response to fatty acid,NA,NA,NA,0.071180797,0.071180797
GO:0071402,cellular response to lipoprotein particle stimulus,0.257685349,NA,NA,NA,NA
GO:0071450,cellular response to oxygen radical,0.25341177,NA,NA,NA,NA
GO:0071451,cellular response to superoxide,0.25341177,NA,NA,NA,NA
GO:0071453,cellular response to oxygen levels,0.409615761,NA,NA,NA,NA
GO:0071456,cellular response to hypoxia,0.387746134,NA,NA,NA,NA
GO:0071466,cellular response to xenobiotic stimulus,NA,NA,0.742466678,NA,NA
GO:0071470,cellular response to osmotic stress,NA,NA,0.455549482,NA,NA
GO:0071472,cellular response to salt stress,NA,NA,0.455549482,NA,NA
GO:0071476,cellular hypotonic response,NA,NA,0.455549482,NA,NA
GO:0071478,cellular response to radiation,0.257685349,NA,0.513268048,NA,NA
GO:0071482,cellular response to light stimulus,0.25341177,NA,0.470372826,NA,NA
GO:0071493,cellular response to UV-B,NA,NA,0.455549482,NA,NA
GO:0071496,cellular response to external stimulus,NA,NA,0.855048913,NA,NA
GO:0071498,cellular response to fluid shear stress,NA,NA,NA,0.065423786,0.065423786
GO:0071526,semaphorin-plexin signaling pathway,NA,NA,0.486973123,NA,NA
GO:0071548,response to dexamethasone,NA,NA,NA,0.074130206,0.074130206
GO:0071549,cellular response to dexamethasone stimulus,NA,NA,NA,0.065423786,0.065423786
GO:0071559,response to transforming growth factor beta,NA,NA,0.818645106,NA,NA
GO:0071560,cellular response to transforming growth factor beta stimulus,NA,NA,0.812560226,NA,NA
GO:0071605,monocyte chemotactic protein-1 production,NA,NA,0.455549482,NA,NA
GO:0071609,chemokine (C-C motif) ligand 5 production,NA,NA,0.455549482,NA,NA
GO:0071616,acyl-CoA biosynthetic process,NA,NA,0.487638781,NA,NA
GO:0071621,granulocyte chemotaxis,0.359996104,NA,0.475292741,NA,NA
GO:0071622,regulation of granulocyte chemotaxis,0.275087576,NA,0.506724572,NA,NA
GO:0071637,regulation of monocyte chemotactic protein-1 production,NA,NA,0.455549482,NA,NA
GO:0071639,positive regulation of monocyte chemotactic protein-1 production,NA,NA,0.455549482,NA,NA
GO:0071649,regulation of chemokine (C-C motif) ligand 5 production,NA,NA,0.455549482,NA,NA
GO:0071674,mononuclear cell migration,0.440124254,NA,0.524064746,NA,NA
GO:0071675,regulation of mononuclear cell migration,NA,NA,0.644283391,NA,NA
GO:0071692,protein localization to extracellular region,NA,NA,0.455549482,0.13235663,0.13235663
GO:0071695,anatomical structure maturation,0.478950349,NA,0.79138362,NA,NA
GO:0071706,tumor necrosis factor superfamily cytokine production,NA,NA,0.512282985,NA,NA
GO:0071709,membrane assembly,NA,NA,0.516377278,NA,NA
GO:0071711,basement membrane organization,NA,NA,0.482431655,NA,NA
GO:0071772,response to BMP,0.25341177,NA,0.740150662,NA,NA
GO:0071773,cellular response to BMP stimulus,0.25341177,NA,0.740150662,NA,NA
GO:0071774,response to fibroblast growth factor,0.34661958,NA,NA,NA,NA
GO:0071805,potassium ion transmembrane transport,NA,NA,0.769354831,NA,NA
GO:0071825,protein-lipid complex subunit organization,0.269022136,NA,NA,NA,NA
GO:0071826,ribonucleoprotein complex subunit organization,0.276053877,NA,0.784828058,NA,NA
GO:0071827,plasma lipoprotein particle organization,0.266346121,NA,NA,NA,NA
GO:0071867,response to monoamine,NA,NA,NA,0.090460063,0.090460063
GO:0071868,cellular response to monoamine stimulus,NA,NA,NA,0.090460063,0.090460063
GO:0071869,response to catecholamine,NA,NA,NA,0.090460063,0.090460063
GO:0071870,cellular response to catecholamine stimulus,NA,NA,NA,0.090460063,0.090460063
GO:0071887,leukocyte apoptotic process,0.34661958,NA,NA,NA,NA
GO:0071897,DNA biosynthetic process,0.431234569,NA,NA,NA,NA
GO:0071900,regulation of protein serine/threonine kinase activity,0.583182054,NA,NA,NA,NA
GO:0071941,nitrogen cycle metabolic process,NA,NA,0.455549482,0.065423786,0.065423786
GO:0071985,multivesicular body sorting pathway,NA,NA,0.490393057,NA,NA
GO:0072001,renal system development,NA,NA,0.503422559,0.12437368,0.12437368
GO:0072006,nephron development,NA,NA,0.486973123,NA,NA
GO:0072009,nephron epithelium development,NA,NA,0.466177009,NA,NA
GO:0072010,glomerular epithelium development,NA,NA,0.466177009,NA,NA
GO:0072028,nephron morphogenesis,NA,NA,0.566433678,NA,NA
GO:0072073,kidney epithelium development,NA,NA,0.486697273,NA,NA
GO:0072077,renal vesicle morphogenesis,NA,NA,0.455549482,NA,NA
GO:0072078,nephron tubule morphogenesis,NA,NA,0.557417103,NA,NA
GO:0072080,nephron tubule development,NA,NA,0.455549482,NA,NA
GO:0072087,renal vesicle development,NA,NA,0.455549482,NA,NA
GO:0072088,nephron epithelium morphogenesis,NA,NA,0.558791157,NA,NA
GO:0072112,podocyte differentiation,NA,NA,0.455549482,NA,NA
GO:0072160,nephron tubule epithelial cell differentiation,NA,NA,0.455549482,NA,NA
GO:0072163,mesonephric epithelium development,NA,NA,0.605416872,NA,NA
GO:0072164,mesonephric tubule development,NA,NA,0.605416872,NA,NA
GO:0072171,mesonephric tubule morphogenesis,NA,NA,0.533056117,NA,NA
GO:0072182,regulation of nephron tubule epithelial cell differentiation,NA,NA,0.455549482,NA,NA
GO:0072210,metanephric nephron development,NA,NA,0.486973123,NA,NA
GO:0072273,metanephric nephron morphogenesis,NA,NA,0.466177009,NA,NA
GO:0072283,metanephric renal vesicle morphogenesis,NA,NA,0.455549482,NA,NA
GO:0072311,glomerular epithelial cell differentiation,NA,NA,0.455549482,NA,NA
GO:0072329,monocarboxylic acid catabolic process,NA,NA,0.455549482,NA,NA
GO:0072330,monocarboxylic acid biosynthetic process,0.451435195,NA,0.77098789,NA,NA
GO:0072331,signal transduction by p53 class mediator,0.4086972,NA,0.500740994,NA,NA
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,NA,NA,0.455549482,NA,NA
GO:0072337,modified amino acid transport,0.257685349,NA,NA,NA,NA
GO:0072350,tricarboxylic acid metabolic process,NA,NA,NA,0.065423786,0.065423786
GO:0072522,purine-containing compound biosynthetic process,NA,NA,0.810266558,NA,NA
GO:0072524,pyridine-containing compound metabolic process,0.313284812,NA,NA,0.086388491,0.086388491
GO:0072525,pyridine-containing compound biosynthetic process,0.25341177,NA,NA,NA,NA
GO:0072530,purine-containing compound transmembrane transport,0.25341177,NA,NA,NA,NA
GO:0072538,T-helper 17 type immune response,0.263366912,NA,NA,NA,NA
GO:0072539,T-helper 17 cell differentiation,0.25341177,NA,NA,NA,NA
GO:0072540,T-helper 17 cell lineage commitment,0.25341177,NA,NA,NA,NA
GO:0072577,endothelial cell apoptotic process,NA,NA,0.526549265,NA,NA
GO:0072578,neurotransmitter-gated ion channel clustering,NA,NA,0.455549482,NA,NA
GO:0072593,reactive oxygen species metabolic process,0.466671019,NA,NA,NA,NA
GO:0072594,establishment of protein localization to organelle,0.616848489,NA,0.912108607,NA,NA
GO:0072655,establishment of protein localization to mitochondrion,0.350736416,NA,NA,NA,NA
GO:0072659,protein localization to plasma membrane,NA,NA,0.455549482,NA,NA
GO:0072665,protein localization to vacuole,0.312216263,NA,0.570141444,NA,NA
GO:0072666,establishment of protein localization to vacuole,NA,NA,0.519679837,NA,NA
GO:0072676,lymphocyte migration,NA,NA,0.644283391,NA,NA
GO:0072677,eosinophil migration,NA,NA,0.482431655,NA,NA
GO:0075509,endocytosis involved in viral entry into host cell,NA,NA,0.455549482,NA,NA
GO:0080164,regulation of nitric oxide metabolic process,NA,NA,NA,0.084929086,0.084929086
GO:0080171,lytic vacuole organization,NA,NA,0.60948002,NA,NA
GO:0085029,extracellular matrix assembly,0.267532216,NA,0.455549482,NA,NA
GO:0086001,cardiac muscle cell action potential,NA,NA,0.565513378,NA,NA
GO:0086002,cardiac muscle cell action potential involved in contraction,NA,NA,0.506724572,NA,NA
GO:0086003,cardiac muscle cell contraction,NA,NA,0.558437781,NA,NA
GO:0086009,membrane repolarization,NA,NA,0.503856227,NA,NA
GO:0086011,membrane repolarization during action potential,NA,NA,0.475292741,NA,NA
GO:0086013,membrane repolarization during cardiac muscle cell action potential,NA,NA,0.466177009,NA,NA
GO:0086014,atrial cardiac muscle cell action potential,NA,NA,0.455549482,NA,NA
GO:0086019,cell-cell signaling involved in cardiac conduction,NA,NA,0.486278811,NA,NA
GO:0086026,atrial cardiac muscle cell to AV node cell signaling,NA,NA,0.455549482,NA,NA
GO:0086065,cell communication involved in cardiac conduction,NA,NA,0.516377278,NA,NA
GO:0086066,atrial cardiac muscle cell to AV node cell communication,NA,NA,0.455549482,NA,NA
GO:0089718,amino acid import across plasma membrane,0.272555379,NA,NA,NA,NA
GO:0090022,regulation of neutrophil chemotaxis,0.256148849,NA,NA,NA,NA
GO:0090066,regulation of anatomical structure size,NA,NA,0.455549482,NA,NA
GO:0090068,positive regulation of cell cycle process,0.485957901,NA,0.801802002,NA,NA
GO:0090087,regulation of peptide transport,NA,NA,0.455549482,0.101884426,0.101884426
GO:0090090,negative regulation of canonical Wnt signaling pathway,0.375168521,NA,NA,NA,NA
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.515034935,NA,NA,NA,NA
GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.393659971,NA,NA,NA,NA
GO:0090109,regulation of cell-substrate junction assembly,NA,NA,0.523492929,NA,NA
GO:0090114,COPII-coated vesicle budding,NA,NA,0.486973123,NA,NA
GO:0090130,tissue migration,0.568528877,NA,NA,NA,NA
GO:0090132,epithelium migration,0.567163777,NA,NA,NA,NA
GO:0090150,establishment of protein localization to membrane,0.494923381,NA,NA,NA,NA
GO:0090151,establishment of protein localization to mitochondrial membrane,0.257685349,NA,NA,NA,NA
GO:0090161,Golgi ribbon formation,NA,NA,0.455549482,NA,NA
GO:0090199,regulation of release of cytochrome c from mitochondria,0.267532216,NA,NA,NA,NA
GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.25341177,NA,NA,NA,NA
GO:0090235,regulation of metaphase plate congression,0.25341177,NA,NA,NA,NA
GO:0090239,regulation of histone H4 acetylation,NA,NA,0.455549482,NA,NA
GO:0090257,regulation of muscle system process,0.483612577,NA,0.796984097,NA,NA
GO:0090276,regulation of peptide hormone secretion,NA,NA,0.455549482,0.101884426,0.101884426
GO:0090277,positive regulation of peptide hormone secretion,NA,NA,0.455549482,0.088281487,0.088281487
GO:0090278,negative regulation of peptide hormone secretion,NA,NA,0.486973123,NA,NA
GO:0090287,regulation of cellular response to growth factor stimulus,0.545624567,NA,NA,NA,NA
GO:0090288,negative regulation of cellular response to growth factor stimulus,0.34661958,NA,NA,NA,NA
GO:0090303,positive regulation of wound healing,0.290161792,NA,NA,NA,NA
GO:0090305,nucleic acid phosphodiester bond hydrolysis,0.279514798,NA,0.588327378,NA,NA
GO:0090311,regulation of protein deacetylation,NA,NA,0.512282985,NA,NA
GO:0090312,positive regulation of protein deacetylation,NA,NA,0.470372826,NA,NA
GO:0090316,positive regulation of intracellular protein transport,0.392576709,NA,NA,NA,NA
GO:0090330,regulation of platelet aggregation,0.25341177,NA,NA,NA,NA
GO:0090335,regulation of brown fat cell differentiation,NA,NA,0.463847165,NA,NA
GO:0090382,phagosome maturation,NA,NA,0.470372826,NA,NA
GO:0090493,catecholamine uptake,NA,NA,0.455549482,NA,NA
GO:0090494,dopamine uptake,NA,NA,0.455549482,NA,NA
GO:0090501,RNA phosphodiester bond hydrolysis,0.25341177,NA,0.486973123,NA,NA
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",0.320326145,NA,0.58699852,NA,NA
GO:0090520,sphingolipid mediated signaling pathway,0.25341177,NA,NA,NA,NA
GO:0090559,regulation of membrane permeability,0.25341177,NA,NA,NA,NA
GO:0090596,sensory organ morphogenesis,NA,NA,0.610468888,NA,NA
GO:0097006,regulation of plasma lipoprotein particle levels,0.318714382,NA,NA,NA,NA
GO:0097009,energy homeostasis,NA,NA,0.486973123,NA,NA
GO:0097028,dendritic cell differentiation,0.267532216,NA,0.486973123,NA,NA
GO:0097049,motor neuron apoptotic process,NA,NA,0.455549482,NA,NA
GO:0097084,vascular associated smooth muscle cell development,NA,NA,0.455549482,NA,NA
GO:0097090,presynaptic membrane organization,NA,NA,0.455549482,NA,NA
GO:0097091,synaptic vesicle clustering,NA,NA,0.455549482,NA,NA
GO:0097104,postsynaptic membrane assembly,NA,NA,0.455549482,NA,NA
GO:0097106,postsynaptic density organization,NA,NA,0.486697273,NA,NA
GO:0097107,postsynaptic density assembly,NA,NA,0.455549482,NA,NA
GO:0097191,extrinsic apoptotic signaling pathway,NA,NA,0.463847165,NA,NA
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,NA,NA,0.455549482,NA,NA
GO:0097193,intrinsic apoptotic signaling pathway,0.519844779,NA,0.644283391,NA,NA
GO:0097194,execution phase of apoptosis,NA,NA,0.58699852,NA,NA
GO:0097237,cellular response to toxic substance,0.350736416,NA,0.646385068,NA,NA
GO:0097250,mitochondrial respirasome assembly,NA,NA,0.455549482,NA,NA
GO:0097300,programmed necrotic cell death,NA,NA,0.455549482,NA,NA
GO:0097305,response to alcohol,NA,NA,0.597926249,NA,NA
GO:0097345,mitochondrial outer membrane permeabilization,0.181567454,NA,NA,NA,NA
GO:0097396,response to interleukin-17,0.25341177,NA,NA,NA,NA
GO:0097398,cellular response to interleukin-17,0.25341177,NA,NA,NA,NA
GO:0097479,synaptic vesicle localization,NA,NA,0.455549482,NA,NA
GO:0097485,neuron projection guidance,0.468578118,NA,0.558791157,NA,NA
GO:0097494,regulation of vesicle size,NA,NA,0.455549482,NA,NA
GO:0097503,sialylation,0.25341177,NA,NA,NA,NA
GO:0097529,myeloid leukocyte migration,0.276053877,NA,0.582423152,NA,NA
GO:0097530,granulocyte migration,0.393659971,NA,0.486973123,NA,NA
GO:0097553,calcium ion transmembrane import into cytosol,NA,NA,0.523492929,NA,NA
GO:0097581,lamellipodium organization,NA,NA,0.596770844,NA,NA
GO:0097696,receptor signaling pathway via STAT,0.417118387,NA,NA,0.101884426,0.101884426
GO:0097720,calcineurin-mediated signaling,NA,NA,0.496260296,NA,NA
GO:0097722,sperm motility,0.359996104,NA,NA,NA,NA
GO:0097734,extracellular exosome biogenesis,0.25341177,NA,0.455549482,NA,NA
GO:0097746,blood vessel diameter maintenance,NA,NA,NA,0.093363772,0.093363772
GO:0098586,cellular response to virus,NA,NA,0.582422348,0.091621436,0.091621436
GO:0098656,anion transmembrane transport,0.491295402,NA,NA,NA,NA
GO:0098657,import into cell,0.480689926,NA,0.605416872,NA,NA
GO:0098659,inorganic cation import across plasma membrane,NA,NA,0.665701386,NA,NA
GO:0098693,regulation of synaptic vesicle cycle,NA,NA,0.455549482,NA,NA
GO:0098698,postsynaptic specialization assembly,NA,NA,0.466988656,NA,NA
GO:0098703,calcium ion import across plasma membrane,NA,NA,0.506724572,NA,NA
GO:0098732,macromolecule deacylation,NA,NA,0.656024585,NA,NA
GO:0098739,import across plasma membrane,0.435973516,NA,0.767040197,NA,NA
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,NA,NA,0.486697273,NA,NA
GO:0098754,detoxification,0.390850809,NA,0.675209435,NA,NA
GO:0098773,skin epidermis development,0.326211321,NA,NA,NA,NA
GO:0098810,neurotransmitter reuptake,NA,NA,0.482431655,NA,NA
GO:0098813,nuclear chromosome segregation,0.536244033,NA,NA,NA,NA
GO:0098815,modulation of excitatory postsynaptic potential,NA,NA,0.486973123,NA,NA
GO:0098868,bone growth,0.25341177,NA,NA,NA,NA
GO:0098869,cellular oxidant detoxification,0.333125029,NA,0.605416872,NA,NA
GO:0098900,regulation of action potential,NA,NA,0.516377278,NA,NA
GO:0098917,retrograde trans-synaptic signaling,NA,NA,0.455549482,NA,NA
GO:0099003,vesicle-mediated transport in synapse,NA,NA,0.455549482,NA,NA
GO:0099024,plasma membrane invagination,0.368672211,NA,NA,NA,NA
GO:0099054,presynapse assembly,NA,NA,0.496260296,NA,NA
GO:0099068,postsynapse assembly,NA,NA,0.486973123,NA,NA
